t: 0.00000e+00   Fx1: 0.00000e+00   Fy1: 0.00000e+00   Fz1: 0.00000e+00  Fx2: 0.00000e+00   Fy2: 0.00000e+00   Fz2: 0.00000e+00  Fx3: 0.00000e+00   Fy3: 0.00000e+00   Fz3: 0.00000e+00 
t: 3.88998e-06   Fx1: -1.54077e-06   Fy1: -1.16054e-06   Fz1: 3.70293e-05  Fx2: -3.82703e-08   Fy2: 1.35883e-08   Fz2: -2.86317e-07  Fx3: -2.88243e-07   Fy3: -3.85856e-09   Fz3: 2.02077e-05 
t: 3.89998e-06   Fx1: -5.65887e-07   Fy1: 7.72521e-07   Fz1: 3.10547e-05  Fx2: 6.52426e-08   Fy2: -2.53934e-08   Fz2: 7.21174e-07  Fx3: -2.54627e-07   Fy3: -8.42948e-08   Fz3: 1.96726e-05 
t: 3.90998e-06   Fx1: 6.31369e-07   Fy1: -2.05494e-06   Fz1: 6.08064e-05  Fx2: -3.01874e-08   Fy2: -5.59607e-08   Fz2: 1.18306e-06  Fx3: -2.25089e-07   Fy3: -7.30218e-08   Fz3: 1.98513e-05 
t: 3.91998e-06   Fx1: -6.23655e-07   Fy1: -6.51985e-07   Fz1: 1.70728e-05  Fx2: -3.06771e-09   Fy2: 8.51947e-08   Fz2: -7.86680e-07  Fx3: -1.36835e-07   Fy3: -9.77815e-08   Fz3: 2.00224e-05 
t: 3.92998e-06   Fx1: -9.74299e-08   Fy1: 2.95002e-07   Fz1: 3.10467e-05  Fx2: -7.50927e-08   Fy2: 2.53319e-08   Fz2: -1.15968e-06  Fx3: -6.11118e-08   Fy3: -1.89443e-07   Fz3: 1.99116e-05 
t: 3.93998e-06   Fx1: -9.04353e-07   Fy1: -1.64102e-06   Fz1: 6.70668e-05  Fx2: 3.54233e-08   Fy2: 5.50592e-08   Fz2: 1.26595e-07  Fx3: -5.52520e-08   Fy3: -2.81841e-07   Fz3: 2.06341e-05 
t: 3.94998e-06   Fx1: 1.65294e-06   Fy1: 6.99965e-07   Fz1: 3.85016e-05  Fx2: 5.59751e-08   Fy2: -6.20073e-08   Fz2: -1.03843e-06  Fx3: -5.81943e-08   Fy3: -2.38653e-07   Fz3: 2.12648e-05 
t: 3.95998e-06   Fx1: 1.93161e-06   Fy1: 7.99775e-07   Fz1: -1.54817e-05  Fx2: -5.49944e-09   Fy2: -3.39114e-08   Fz2: -2.24439e-08  Fx3: -3.04764e-08   Fy3: -2.03613e-07   Fz3: 2.13263e-05 
t: 3.96998e-06   Fx1: -6.00491e-07   Fy1: -5.44281e-07   Fz1: 5.17762e-05  Fx2: -3.03754e-08   Fy2: -1.45033e-08   Fz2: -1.43232e-07  Fx3: 4.98031e-08   Fy3: -1.02294e-07   Fz3: 2.17971e-05 
t: 3.97998e-06   Fx1: -1.01287e-06   Fy1: -3.73009e-08   Fz1: 3.75488e-05  Fx2: 3.57885e-08   Fy2: -5.69913e-08   Fz2: -6.71002e-07  Fx3: 4.91405e-08   Fy3: -1.23837e-07   Fz3: 2.12545e-05 
t: 3.98998e-06   Fx1: -2.21284e-06   Fy1: -1.04077e-06   Fz1: 1.42113e-05  Fx2: -3.44420e-08   Fy2: -1.94236e-08   Fz2: -4.39493e-08  Fx3: 9.26157e-08   Fy3: -2.30010e-07   Fz3: 2.04434e-05 
t: 3.99998e-06   Fx1: -1.48793e-06   Fy1: 6.85592e-07   Fz1: 5.97129e-05  Fx2: 7.02766e-08   Fy2: -9.45359e-08   Fz2: -1.74734e-07  Fx3: -1.26621e-08   Fy3: -1.93829e-07   Fz3: 2.03716e-05 
t: 4.00998e-06   Fx1: -1.86177e-06   Fy1: -5.78978e-07   Fz1: 3.62857e-05  Fx2: 4.96115e-08   Fy2: 5.78421e-09   Fz2: -1.18018e-06  Fx3: -5.80279e-08   Fy3: -2.75022e-07   Fz3: 2.03333e-05 
t: 4.01998e-06   Fx1: 1.65378e-06   Fy1: 6.80605e-07   Fz1: 1.21092e-05  Fx2: -8.53211e-08   Fy2: 1.75341e-09   Fz2: 3.50874e-07  Fx3: -1.90982e-07   Fy3: -3.26776e-07   Fz3: 1.97593e-05 
t: 4.02998e-06   Fx1: -4.97925e-07   Fy1: 1.19129e-06   Fz1: 3.59755e-05  Fx2: -4.22182e-08   Fy2: 4.94314e-08   Fz2: -3.80109e-07  Fx3: -2.39504e-07   Fy3: -5.54799e-07   Fz3: 1.98603e-05 
t: 4.03998e-06   Fx1: -7.03682e-07   Fy1: -2.12122e-06   Fz1: 6.69703e-05  Fx2: -1.10270e-08   Fy2: 8.31083e-08   Fz2: 1.38519e-06  Fx3: -1.70478e-07   Fy3: -2.96113e-07   Fz3: 2.06417e-05 
t: 4.04998e-06   Fx1: 1.02840e-06   Fy1: -8.91910e-07   Fz1: 1.00147e-04  Fx2: 2.29999e-09   Fy2: 2.23360e-08   Fz2: -7.94026e-07  Fx3: -2.61265e-07   Fy3: -2.74080e-07   Fz3: 2.15759e-05 
t: 4.05998e-06   Fx1: 8.22408e-07   Fy1: 1.49134e-07   Fz1: 3.61581e-05  Fx2: 2.23853e-08   Fy2: 2.13221e-09   Fz2: -2.49393e-08  Fx3: -1.45270e-07   Fy3: -2.27578e-07   Fz3: 2.13041e-05 
t: 4.06998e-06   Fx1: -1.34339e-06   Fy1: -1.44457e-06   Fz1: 8.04415e-05  Fx2: -1.15919e-08   Fy2: -6.00491e-08   Fz2: 7.12096e-07  Fx3: -1.01024e-07   Fy3: -2.83911e-07   Fz3: 2.06596e-05 
t: 4.07998e-06   Fx1: -5.20906e-07   Fy1: 5.51679e-07   Fz1: 1.35041e-05  Fx2: 2.04514e-08   Fy2: 1.15427e-07   Fz2: 4.50453e-07  Fx3: -1.34814e-08   Fy3: -2.90490e-07   Fz3: 2.07141e-05 
t: 4.08998e-06   Fx1: -7.08058e-07   Fy1: 8.93884e-07   Fz1: 1.66331e-05  Fx2: 7.02728e-08   Fy2: -1.31927e-08   Fz2: -2.56728e-06  Fx3: -1.46855e-09   Fy3: -2.47010e-07   Fz3: 2.02734e-05 
t: 4.09998e-06   Fx1: 1.73413e-06   Fy1: -2.26982e-06   Fz1: -5.87617e-05  Fx2: -8.13856e-08   Fy2: -1.19613e-08   Fz2: -1.60996e-06  Fx3: -6.15787e-08   Fy3: -1.91202e-07   Fz3: 2.08978e-05 
t: 4.10998e-06   Fx1: -1.04968e-06   Fy1: 2.89217e-07   Fz1: 3.05758e-05  Fx2: -5.40585e-08   Fy2: 1.00291e-08   Fz2: -7.47686e-07  Fx3: -8.80307e-08   Fy3: -2.01482e-07   Fz3: 2.06133e-05 
t: 4.11998e-06   Fx1: -4.97532e-07   Fy1: 7.52183e-07   Fz1: 1.83296e-05  Fx2: -4.41447e-08   Fy2: 6.94400e-08   Fz2: -4.07231e-08  Fx3: -1.69698e-08   Fy3: -1.55169e-07   Fz3: 2.01476e-05 
t: 4.12998e-06   Fx1: 1.01962e-06   Fy1: -5.78881e-07   Fz1: 1.00092e-04  Fx2: -2.47499e-08   Fy2: -3.42543e-08   Fz2: -1.20887e-06  Fx3: 3.05088e-08   Fy3: -1.47507e-07   Fz3: 2.04860e-05 
t: 4.13998e-06   Fx1: -2.02900e-06   Fy1: -1.75788e-06   Fz1: 8.82487e-05  Fx2: 3.20187e-09   Fy2: -8.60018e-08   Fz2: 6.28564e-07  Fx3: -1.65124e-08   Fy3: -1.82208e-07   Fz3: 2.03269e-05 
t: 4.14998e-06   Fx1: -1.32594e-06   Fy1: 1.36945e-06   Fz1: 5.22285e-05  Fx2: -2.35789e-08   Fy2: 8.09658e-08   Fz2: 9.07449e-07  Fx3: -9.16994e-08   Fy3: 5.51584e-09   Fz3: 2.13517e-05 
t: 4.15998e-06   Fx1: 1.17039e-06   Fy1: 1.57795e-06   Fz1: 1.82037e-05  Fx2: 1.02499e-07   Fy2: 7.58879e-08   Fz2: -5.54222e-07  Fx3: -2.13124e-07   Fy3: 5.17008e-08   Fz3: 2.21381e-05 
t: 4.16998e-06   Fx1: 1.30420e-07   Fy1: -6.43505e-08   Fz1: 5.41204e-05  Fx2: 6.55673e-08   Fy2: -6.13270e-09   Fz2: -7.87222e-07  Fx3: -1.57570e-07   Fy3: -2.44440e-08   Fz3: 2.14118e-05 
t: 4.17998e-06   Fx1: 4.01487e-07   Fy1: 6.94118e-07   Fz1: -1.94482e-05  Fx2: 7.81413e-08   Fy2: 2.96577e-08   Fz2: -6.42220e-07  Fx3: -1.46378e-07   Fy3: -1.89629e-07   Fz3: 2.07016e-05 
t: 4.18998e-06   Fx1: 2.25857e-06   Fy1: -3.74631e-07   Fz1: 1.99076e-05  Fx2: 4.48213e-08   Fy2: -9.15496e-09   Fz2: 2.72195e-08  Fx3: -1.13644e-07   Fy3: -2.14245e-07   Fz3: 2.14396e-05 
t: 4.19998e-06   Fx1: 1.44150e-06   Fy1: -6.59316e-10   Fz1: 6.88618e-05  Fx2: -9.48895e-08   Fy2: 9.00963e-08   Fz2: -1.90991e-06  Fx3: -4.96365e-08   Fy3: -1.15627e-07   Fz3: 2.10379e-05 
t: 4.20998e-06   Fx1: 2.94875e-07   Fy1: -1.56041e-06   Fz1: 1.71974e-05  Fx2: -3.54059e-08   Fy2: 1.73607e-08   Fz2: 1.98531e-06  Fx3: -1.05416e-07   Fy3: -1.01185e-07   Fz3: 2.08796e-05 
t: 4.21998e-06   Fx1: -1.28429e-06   Fy1: -8.51625e-07   Fz1: 3.32991e-05  Fx2: 1.59677e-08   Fy2: 5.45876e-08   Fz2: 4.98997e-07  Fx3: -1.50332e-07   Fy3: -6.51428e-08   Fz3: 2.13193e-05 
t: 4.22998e-06   Fx1: 1.22651e-06   Fy1: -1.08285e-06   Fz1: 3.34001e-05  Fx2: 3.02084e-08   Fy2: -7.35445e-10   Fz2: -5.50241e-07  Fx3: -1.00463e-07   Fy3: -9.40632e-08   Fz3: 2.19473e-05 
t: 4.23998e-06   Fx1: -3.32001e-07   Fy1: 3.56939e-07   Fz1: 4.37127e-05  Fx2: -1.87804e-08   Fy2: 1.33149e-08   Fz2: 3.22131e-07  Fx3: -3.14779e-07   Fy3: -1.36833e-07   Fz3: 2.10542e-05 
t: 4.24998e-06   Fx1: -2.97851e-06   Fy1: -1.80467e-06   Fz1: 1.47540e-04  Fx2: 7.79347e-08   Fy2: 6.08267e-08   Fz2: -1.71939e-06  Fx3: -2.50349e-07   Fy3: -1.26913e-07   Fz3: 2.03961e-05 
t: 4.25998e-06   Fx1: 4.47709e-07   Fy1: -2.00662e-06   Fz1: 6.62930e-07  Fx2: -3.18688e-10   Fy2: -2.38058e-08   Fz2: -1.78795e-06  Fx3: -2.76921e-07   Fy3: -8.85249e-08   Fz3: 1.97539e-05 
t: 4.26998e-06   Fx1: -1.49418e-07   Fy1: 1.28219e-06   Fz1: 2.65487e-05  Fx2: -2.27808e-08   Fy2: 2.30268e-08   Fz2: -9.81714e-07  Fx3: -3.60592e-07   Fy3: -1.32882e-07   Fz3: 2.04889e-05 
t: 4.27998e-06   Fx1: 1.65973e-07   Fy1: -2.18223e-06   Fz1: -2.30722e-05  Fx2: -3.28338e-08   Fy2: 2.43976e-08   Fz2: 2.76471e-07  Fx3: -2.19210e-07   Fy3: -2.51704e-07   Fz3: 2.06591e-05 
t: 4.28998e-06   Fx1: 8.15681e-07   Fy1: -1.99957e-07   Fz1: 7.02878e-07  Fx2: -1.88844e-08   Fy2: 1.05534e-09   Fz2: -1.26337e-06  Fx3: -3.08733e-07   Fy3: -2.95779e-07   Fz3: 2.07880e-05 
t: 4.29998e-06   Fx1: 2.71247e-06   Fy1: 3.74069e-07   Fz1: 5.77756e-06  Fx2: -1.17512e-08   Fy2: 9.41553e-08   Fz2: -6.77901e-08  Fx3: -2.49362e-07   Fy3: -2.03627e-07   Fz3: 2.09411e-05 
t: 4.30998e-06   Fx1: 1.17199e-06   Fy1: -1.99193e-06   Fz1: 6.27377e-05  Fx2: -1.21338e-08   Fy2: -2.97834e-08   Fz2: 4.54639e-07  Fx3: -1.28384e-07   Fy3: -7.92208e-08   Fz3: 2.05440e-05 
t: 4.31998e-06   Fx1: -2.12323e-07   Fy1: 8.68952e-07   Fz1: 4.28693e-05  Fx2: 3.76191e-08   Fy2: 2.47954e-08   Fz2: -4.02397e-07  Fx3: -1.39060e-07   Fy3: -4.92028e-08   Fz3: 2.08576e-05 
t: 4.32998e-06   Fx1: 2.11552e-06   Fy1: -2.60128e-06   Fz1: 1.30286e-04  Fx2: -8.81017e-08   Fy2: 3.35386e-08   Fz2: -3.42365e-07  Fx3: -1.71996e-07   Fy3: -1.44618e-07   Fz3: 2.06556e-05 
t: 4.33998e-06   Fx1: 5.73347e-07   Fy1: -1.26332e-06   Fz1: -7.21896e-07  Fx2: -2.51543e-08   Fy2: 6.26208e-08   Fz2: -1.84057e-06  Fx3: -1.86372e-07   Fy3: -2.27629e-07   Fz3: 1.99709e-05 
t: 4.34998e-06   Fx1: -4.25631e-07   Fy1: -7.09409e-07   Fz1: 3.19954e-05  Fx2: -7.48103e-08   Fy2: 1.94335e-08   Fz2: -7.65720e-07  Fx3: -1.20954e-07   Fy3: -1.23114e-07   Fz3: 2.02714e-05 
t: 4.35998e-06   Fx1: 1.39937e-06   Fy1: 1.02153e-06   Fz1: 9.57054e-06  Fx2: 4.78240e-08   Fy2: 3.44275e-08   Fz2: 1.51736e-06  Fx3: -1.56137e-07   Fy3: -1.18782e-07   Fz3: 2.02226e-05 
t: 4.36998e-06   Fx1: -1.89705e-07   Fy1: -3.84617e-07   Fz1: 5.11212e-06  Fx2: 3.35168e-08   Fy2: 1.33185e-08   Fz2: 5.53403e-07  Fx3: -2.25253e-07   Fy3: -1.68702e-07   Fz3: 2.05594e-05 
t: 4.37998e-06   Fx1: 2.27759e-07   Fy1: 1.56654e-06   Fz1: -8.55618e-06  Fx2: -4.09105e-08   Fy2: 7.67172e-09   Fz2: -3.86103e-07  Fx3: -1.14494e-07   Fy3: -2.29885e-07   Fz3: 2.04859e-05 
t: 4.38998e-06   Fx1: -1.53464e-06   Fy1: 1.16675e-06   Fz1: 5.02717e-05  Fx2: 5.91218e-08   Fy2: 9.37233e-09   Fz2: -1.13040e-06  Fx3: -1.02318e-07   Fy3: -1.70514e-07   Fz3: 2.08184e-05 
t: 4.39998e-06   Fx1: 2.67474e-06   Fy1: 1.46116e-06   Fz1: 4.42777e-05  Fx2: -4.76538e-08   Fy2: -1.97497e-08   Fz2: 2.20387e-07  Fx3: -1.90044e-07   Fy3: -1.66197e-07   Fz3: 2.04732e-05 
t: 4.40998e-06   Fx1: 6.10328e-07   Fy1: -1.03692e-07   Fz1: 6.01705e-06  Fx2: 3.95978e-08   Fy2: -9.66637e-08   Fz2: -5.17720e-07  Fx3: -1.82059e-07   Fy3: -8.91251e-08   Fz3: 1.97167e-05 
t: 4.41998e-06   Fx1: -7.80413e-07   Fy1: 3.60118e-07   Fz1: 1.50258e-05  Fx2: -4.96971e-08   Fy2: 2.34954e-08   Fz2: -2.60613e-07  Fx3: -1.94617e-07   Fy3: -1.18293e-07   Fz3: 2.01007e-05 
t: 4.42997e-06   Fx1: 9.28005e-07   Fy1: -3.05310e-06   Fz1: 4.52486e-05  Fx2: 9.25490e-09   Fy2: 5.15400e-09   Fz2: -2.93758e-07  Fx3: -1.71963e-07   Fy3: -1.55309e-07   Fz3: 2.09784e-05 
t: 4.43998e-06   Fx1: -9.40840e-08   Fy1: -4.15121e-07   Fz1: 5.54230e-05  Fx2: 2.56550e-08   Fy2: -7.58847e-08   Fz2: 5.64677e-07  Fx3: -9.64224e-08   Fy3: -2.52904e-07   Fz3: 2.13590e-05 
t: 4.44998e-06   Fx1: 2.47976e-06   Fy1: -2.99980e-07   Fz1: 5.55287e-05  Fx2: -4.95803e-08   Fy2: 5.66370e-08   Fz2: -1.06427e-06  Fx3: -8.31727e-08   Fy3: -2.76686e-07   Fz3: 2.15088e-05 
t: 4.45998e-06   Fx1: 3.63376e-07   Fy1: 6.65387e-07   Fz1: 2.98986e-05  Fx2: -3.28436e-09   Fy2: 7.12645e-09   Fz2: -8.52882e-07  Fx3: -2.06021e-07   Fy3: -2.87618e-07   Fz3: 2.11456e-05 
t: 4.46998e-06   Fx1: 4.71429e-07   Fy1: -5.63292e-07   Fz1: -1.06372e-05  Fx2: -3.29966e-08   Fy2: -5.88865e-09   Fz2: -1.18232e-07  Fx3: -1.85374e-07   Fy3: -2.72738e-07   Fz3: 2.06916e-05 
t: 4.47998e-06   Fx1: 1.19744e-07   Fy1: -8.92882e-08   Fz1: 3.42198e-05  Fx2: 5.78883e-09   Fy2: 2.58079e-08   Fz2: -4.91564e-08  Fx3: -4.24948e-07   Fy3: -2.57371e-07   Fz3: 2.13675e-05 
t: 4.48998e-06   Fx1: 1.62272e-06   Fy1: -9.34534e-07   Fz1: 7.00840e-06  Fx2: -1.13263e-08   Fy2: -7.21950e-08   Fz2: 1.42008e-07  Fx3: -5.76454e-07   Fy3: -4.62114e-07   Fz3: 2.10105e-05 
t: 4.49998e-06   Fx1: -1.47593e-06   Fy1: 2.41010e-07   Fz1: -4.37821e-05  Fx2: 6.50997e-08   Fy2: -7.60405e-08   Fz2: -1.58532e-06  Fx3: -4.15921e-07   Fy3: -3.76761e-07   Fz3: 2.03275e-05 
t: 4.50998e-06   Fx1: 1.91464e-06   Fy1: 2.41500e-08   Fz1: 1.29182e-05  Fx2: 2.12603e-09   Fy2: 2.79552e-08   Fz2: -5.29619e-08  Fx3: -3.62536e-07   Fy3: -3.51500e-07   Fz3: 2.07186e-05 
t: 4.51997e-06   Fx1: -8.35481e-07   Fy1: -4.42076e-07   Fz1: -6.50356e-05  Fx2: 7.09437e-08   Fy2: 2.86298e-09   Fz2: 6.53156e-07  Fx3: -5.64369e-07   Fy3: -4.56611e-07   Fz3: 2.05750e-05 
t: 4.52997e-06   Fx1: -2.74666e-07   Fy1: -6.68964e-08   Fz1: 7.44968e-05  Fx2: 6.71255e-08   Fy2: 9.57667e-08   Fz2: -1.54306e-06  Fx3: -3.21374e-07   Fy3: -2.86539e-07   Fz3: 2.00644e-05 
t: 4.53997e-06   Fx1: -1.50584e-06   Fy1: -8.66970e-07   Fz1: 3.23974e-05  Fx2: 5.58557e-09   Fy2: 5.29105e-08   Fz2: 4.67573e-07  Fx3: -2.52120e-07   Fy3: -2.77957e-07   Fz3: 2.08269e-05 
t: 4.54998e-06   Fx1: 2.52186e-06   Fy1: 1.71363e-06   Fz1: -6.98557e-05  Fx2: -1.33384e-09   Fy2: -7.87694e-08   Fz2: -3.14667e-07  Fx3: -2.06829e-07   Fy3: -3.66758e-07   Fz3: 2.18343e-05 
t: 4.55998e-06   Fx1: 9.43540e-07   Fy1: -1.31902e-06   Fz1: 1.07609e-05  Fx2: 9.59826e-09   Fy2: 4.96471e-08   Fz2: -1.07300e-06  Fx3: -1.31959e-07   Fy3: -3.38068e-07   Fz3: 2.15527e-05 
t: 4.56998e-06   Fx1: -2.79076e-06   Fy1: 2.86246e-07   Fz1: -9.24496e-06  Fx2: -2.58560e-08   Fy2: 4.35625e-08   Fz2: -1.30545e-06  Fx3: -2.03614e-07   Fy3: -2.61068e-07   Fz3: 2.05398e-05 
t: 4.57998e-06   Fx1: 6.75971e-07   Fy1: 9.47596e-07   Fz1: 7.44103e-06  Fx2: 3.56423e-09   Fy2: 3.44085e-08   Fz2: 2.22501e-08  Fx3: -3.63095e-07   Fy3: -2.36649e-07   Fz3: 2.02208e-05 
t: 4.58998e-06   Fx1: -1.50375e-06   Fy1: -5.63847e-07   Fz1: 2.40500e-05  Fx2: -4.39420e-08   Fy2: 1.29733e-08   Fz2: 1.52498e-07  Fx3: -2.93562e-07   Fy3: -9.99640e-08   Fz3: 2.09659e-05 
t: 4.59998e-06   Fx1: -1.34263e-06   Fy1: 1.00324e-06   Fz1: -9.45478e-06  Fx2: -1.35840e-08   Fy2: -1.18090e-08   Fz2: 4.21466e-07  Fx3: -1.65770e-07   Fy3: -1.91034e-07   Fz3: 2.11598e-05 
t: 4.60997e-06   Fx1: -8.78101e-07   Fy1: -1.09955e-06   Fz1: 2.77931e-05  Fx2: -3.26205e-08   Fy2: -2.38801e-08   Fz2: 9.97440e-07  Fx3: -8.36681e-08   Fy3: -3.19430e-07   Fz3: 2.05176e-05 
t: 4.61997e-06   Fx1: -2.62261e-06   Fy1: -1.26487e-06   Fz1: 4.72594e-05  Fx2: -2.86328e-08   Fy2: -3.71319e-08   Fz2: 4.38233e-08  Fx3: -1.39532e-07   Fy3: -3.48793e-07   Fz3: 2.04564e-05 
t: 4.62997e-06   Fx1: -4.66461e-07   Fy1: -2.35353e-07   Fz1: 4.03351e-05  Fx2: 2.22399e-09   Fy2: -5.42070e-08   Fz2: -1.07804e-06  Fx3: -2.44183e-07   Fy3: -3.02490e-07   Fz3: 2.11062e-05 
t: 4.63997e-06   Fx1: 3.51857e-07   Fy1: -1.66330e-06   Fz1: 4.73086e-05  Fx2: -1.67869e-08   Fy2: 2.35678e-08   Fz2: -4.85157e-07  Fx3: -2.25090e-07   Fy3: -1.89230e-07   Fz3: 2.10995e-05 
t: 4.64997e-06   Fx1: -6.15286e-07   Fy1: -4.39266e-07   Fz1: -1.73111e-05  Fx2: -3.99886e-08   Fy2: 2.25295e-08   Fz2: 1.74181e-07  Fx3: -2.32604e-07   Fy3: -2.08691e-07   Fz3: 2.03647e-05 
t: 4.65998e-06   Fx1: 5.94107e-07   Fy1: 3.60456e-07   Fz1: 1.13233e-05  Fx2: -7.85287e-08   Fy2: 7.32070e-08   Fz2: -7.98708e-07  Fx3: -1.80865e-07   Fy3: -1.37807e-07   Fz3: 2.03066e-05 
t: 4.66998e-06   Fx1: 1.35717e-06   Fy1: -4.25367e-08   Fz1: 7.22967e-05  Fx2: 1.12430e-07   Fy2: 3.11898e-08   Fz2: 8.39270e-09  Fx3: -1.14418e-07   Fy3: -2.29244e-07   Fz3: 1.97097e-05 
t: 4.67998e-06   Fx1: 2.04033e-06   Fy1: 1.37083e-06   Fz1: 2.12051e-05  Fx2: 2.35599e-08   Fy2: -3.65230e-08   Fz2: 1.79836e-06  Fx3: -4.01863e-08   Fy3: -2.36062e-07   Fz3: 1.94837e-05 
t: 4.68997e-06   Fx1: 1.47929e-06   Fy1: 6.30658e-07   Fz1: 2.72151e-05  Fx2: 3.29225e-08   Fy2: -4.74772e-08   Fz2: 4.22081e-07  Fx3: 3.04392e-08   Fy3: -2.25095e-07   Fz3: 1.97423e-05 
t: 4.69997e-06   Fx1: -1.18528e-06   Fy1: 3.43045e-06   Fz1: 5.99874e-05  Fx2: 3.10606e-08   Fy2: -2.41885e-08   Fz2: -1.26781e-06  Fx3: -1.44371e-08   Fy3: -2.08967e-07   Fz3: 1.99576e-05 
t: 4.70997e-06   Fx1: -1.13544e-06   Fy1: 6.39080e-07   Fz1: 4.60457e-05  Fx2: 8.52233e-09   Fy2: -4.84602e-08   Fz2: 8.76736e-07  Fx3: 2.76796e-07   Fy3: -2.01829e-07   Fz3: 1.99408e-05 
t: 4.71997e-06   Fx1: -4.43926e-07   Fy1: 3.88242e-06   Fz1: 6.97121e-06  Fx2: 6.20218e-08   Fy2: 2.61861e-08   Fz2: -7.09591e-07  Fx3: 2.13314e-07   Fy3: -2.42921e-07   Fz3: 2.02208e-05 
t: 4.72997e-06   Fx1: 8.80792e-07   Fy1: -2.14547e-06   Fz1: 6.02884e-05  Fx2: 2.54488e-08   Fy2: -5.02607e-08   Fz2: -6.79522e-07  Fx3: 9.91113e-08   Fy3: -3.99257e-07   Fz3: 2.01207e-05 
t: 4.73997e-06   Fx1: 9.85358e-07   Fy1: -1.76008e-06   Fz1: -2.85226e-05  Fx2: 7.59615e-08   Fy2: -5.14465e-08   Fz2: -9.85910e-07  Fx3: 2.65552e-08   Fy3: -5.08729e-07   Fz3: 2.02184e-05 
t: 4.74997e-06   Fx1: 3.29916e-06   Fy1: -4.17264e-06   Fz1: -2.53466e-06  Fx2: -3.22435e-09   Fy2: 6.62801e-08   Fz2: -5.87377e-07  Fx3: -5.56517e-08   Fy3: -4.41521e-07   Fz3: 2.07535e-05 
t: 4.75997e-06   Fx1: -2.26851e-06   Fy1: -2.43593e-06   Fz1: 5.44651e-05  Fx2: 7.17532e-08   Fy2: -7.01774e-09   Fz2: -1.27854e-06  Fx3: 1.27205e-07   Fy3: -3.25442e-07   Fz3: 2.02581e-05 
t: 4.76998e-06   Fx1: -4.28061e-07   Fy1: -5.60805e-07   Fz1: 5.06176e-05  Fx2: -1.09763e-08   Fy2: 2.43949e-08   Fz2: 7.09152e-07  Fx3: -1.28455e-07   Fy3: -3.28621e-07   Fz3: 2.03586e-05 
t: 4.77997e-06   Fx1: 9.02022e-07   Fy1: 1.16929e-06   Fz1: 7.13016e-05  Fx2: -3.46474e-09   Fy2: -2.95350e-10   Fz2: 5.68718e-07  Fx3: -1.93502e-07   Fy3: -1.13488e-07   Fz3: 2.08635e-05 
t: 4.78997e-06   Fx1: 1.63273e-07   Fy1: 1.37399e-06   Fz1: 8.13325e-06  Fx2: 1.14412e-08   Fy2: -2.82205e-08   Fz2: 5.88015e-07  Fx3: -9.36995e-08   Fy3: -7.16080e-08   Fz3: 2.10085e-05 
t: 4.79997e-06   Fx1: -4.63747e-07   Fy1: 9.25985e-07   Fz1: -2.12312e-05  Fx2: 7.89176e-09   Fy2: -3.39888e-08   Fz2: -5.41493e-07  Fx3: -1.03812e-07   Fy3: -1.10963e-07   Fz3: 2.11407e-05 
t: 4.80997e-06   Fx1: -1.58787e-06   Fy1: 1.53344e-06   Fz1: 6.28578e-06  Fx2: -1.74885e-08   Fy2: -1.21207e-08   Fz2: -4.91161e-07  Fx3: -2.11012e-07   Fy3: -1.28852e-07   Fz3: 2.09892e-05 
t: 4.81997e-06   Fx1: 3.46005e-08   Fy1: -2.14712e-06   Fz1: 3.33441e-05  Fx2: 1.34669e-08   Fy2: 2.71458e-08   Fz2: 7.13885e-07  Fx3: -8.89861e-08   Fy3: -2.91284e-07   Fz3: 2.09237e-05 
t: 4.82997e-06   Fx1: 4.75856e-07   Fy1: -1.44951e-06   Fz1: 8.03898e-05  Fx2: -1.01171e-07   Fy2: 1.50345e-08   Fz2: -1.49086e-06  Fx3: -1.72090e-07   Fy3: -2.47453e-07   Fz3: 2.13189e-05 
t: 4.83997e-06   Fx1: -1.51415e-06   Fy1: -1.60017e-06   Fz1: 3.02563e-05  Fx2: -1.05874e-08   Fy2: 9.82995e-08   Fz2: 1.80402e-08  Fx3: -2.77904e-07   Fy3: -2.20724e-07   Fz3: 2.23686e-05 
t: 4.84997e-06   Fx1: -3.03137e-07   Fy1: -3.21289e-07   Fz1: 3.54949e-05  Fx2: -4.49888e-08   Fy2: 1.28292e-08   Fz2: -9.16740e-07  Fx3: -2.97942e-07   Fy3: -2.53529e-07   Fz3: 2.10776e-05 
t: 4.85997e-06   Fx1: 3.48576e-07   Fy1: -9.81030e-07   Fz1: 3.86456e-05  Fx2: -3.11001e-08   Fy2: 3.17949e-08   Fz2: -2.08874e-07  Fx3: -1.93479e-07   Fy3: -3.15602e-07   Fz3: 2.02739e-05 
t: 4.86997e-06   Fx1: -5.56619e-07   Fy1: 9.99684e-08   Fz1: 4.53424e-05  Fx2: 2.68346e-08   Fy2: 2.15648e-08   Fz2: -8.15832e-07  Fx3: -1.36632e-07   Fy3: -2.92319e-07   Fz3: 2.02326e-05 
t: 4.87997e-06   Fx1: 1.43281e-06   Fy1: 1.72489e-07   Fz1: -4.82972e-05  Fx2: -4.11672e-08   Fy2: 3.74804e-08   Fz2: -2.02288e-06  Fx3: -7.90628e-08   Fy3: -2.10659e-07   Fz3: 2.12904e-05 
